Cliente,Cred_perd,Cred_PF,Electronico,Monto_prom,Saldo,Ing_tot
795669,1,1,18,1639.932118,870.1903403,1639.932118
648626,0,2,3,1448.569217,33.13479002,2897.138434
627788,0,3,17,1420.653625,0,4261.960874
718024,1,0,20,1691.889384,963.6678252,8459.44692
606354,0,1,3,1259.977131,0,2519.954261
736523,0,4,13,1387.654215,606.9660456,5550.616859
740575,1,4,19,1299.769167,527.9886229,3899.3075
757984,0,0,9,490.4591013,697.6622741,1
812070,1,2,9,1995.622528,1227.367437,3991.245055
726935,0,2,2,1047.841644,1001.499747,2095.683288
642969,1,0,5,442.2772479,168.9010188,442.2772479
851480,0,11,71,1188.048657,439.6458544,15444.63254
637415,1,0,15,2165.010043,86.36242396,2165.010043
854137,1,0,8,1573.931187,27.78001228,6295.724748
632689,0,0,17,1762.345828,91.30656359,3524.691656
644794,1,1,22,1762.294161,164.0476917,3524.588322
593324,0,5,10,1629.588478,78.66352284,8147.942389
788465,1,0,5,1941.372094,829.0173978,3882.744188
723484,2,2,9,1333.845517,1218.21815,6669.227585
637349,1,3,9,1790.442382,143.1084039,3580.884764
591021,1,0,19,1484.381639,13.38822327,2968.763277
736206,0,2,19,1528.255093,653.9609798,4584.765279
713739,2,3,11,1399.683433,197.3968373,1399.683433
738394,2,2,13,2012.419615,1137.632307,-97
754059,4,3,17,1373.9896,1083.816465,-60
699093,0,4,7,1518.966365,135.6400235,10632.76456
680608,0,0,3,1756.930246,0,5270.790738
849496,0,6,17,1426.073489,1169.737819,8556.440931
829265,1,1,11,486.7684395,413.025792,486.7684395
654252,2,0,12,2352.216938,0,-67
741200,2,2,21,1581.642669,672.8036633,1581.642669
572187,0,4,25,1164.459081,0,6986.754484
697035,0,1,19,1328.26898,0,5313.075921
561725,1,2,16,1287.399257,91.63395438,2574.798515
626679,1,3,15,1619.938734,93.71654657,3239.877467
816612,0,4,19,1780.068967,942.7091478,10680.4138
721828,3,3,12,1436.622566,840.8759328,-63
657413,1,0,18,1842.328619,30.55689418,7369.314476
673048,0,2,16,1775.622314,144.9702834,3551.244628
632988,2,3,3,1853.986477,0,1853.986477
654672,0,0,5,1541.311725,0,4623.935174
779986,0,1,16,2048.244712,1127.410442,10241.22356
707037,2,2,21,1911.497945,835.7986965,3822.99589
602495,0,0,18,1688.117289,160.5716205,5064.351866
816005,0,2,10,1452.979167,675.0209584,4358.937502
705501,1,0,56,1445.582358,601.7076399,17346.9883
739944,0,5,20,1343.217321,356.1831525,8059.303924
785996,2,8,58,1521.27469,1059.910885,13691.47221
614274,3,1,17,1664.959516,0,46
694548,0,0,21,1800.195842,168.6913344,3600.391684
773470,1,3,8,1086.52423,509.6083276,3259.57269
802398,0,0,22,1015.59642,1063.810584,2031.192841
672126,2,0,12,1771.921679,22.27782605,3543.843358
852151,0,8,8,1768.5585,371.5863666,14148.468
698377,1,2,4,1532.048232,0,1532.048232
637116,0,2,7,475.8698995,0,951.739799
755971,0,2,9,1764.164994,71.02572264,3528.329987
662471,1,1,8,2081.531674,105.6927083,8326.126698
643920,0,2,8,1402.144347,0,4206.43304
669256,0,2,15,498.7784387,52.9052226,997.5568773
730781,0,3,4,2074.120185,974.9272767,6222.360554
623904,0,0,2,2287.290737,8.943900943,4574.581474
684165,2,1,10,1614.2734,0,3228.5468
795892,1,1,15,1336.386952,796.9592839,1336.386952
794064,1,2,6,1631.511423,720.5605883,1631.511423
707644,0,0,15,1038.29092,82.55507835,2076.581841
811952,2,8,28,1639.608413,74.113842,11477.25889
563372,2,1,24,2154.267728,11.58585562,4308.535457
648194,1,1,15,975.1496553,156.2870396,3900.598621
764795,0,2,18,523.7164167,980.7746673,1047.432833
612382,0,1,10,522.7566722,0,14
768328,3,1,8,1793.346514,595.7270367,41
865599,0,0,14,1368.658447,1058.067056,4105.97534
759728,1,3,9,1169.732688,1472.545113,4678.930752
713944,1,2,22,1726.998661,1063.19666,3453.997323
663197,0,0,13,1657.535045,0,4972.605136
739131,0,1,15,1727.19936,1832.779324,3454.39872
589925,0,2,13,525.1343488,0,1050.268698
636445,3,2,13,1915.920507,56.77477411,-14
568238,0,2,9,1859.754834,144.5966638,5579.264501
829788,3,2,23,1828.54289,1084.648862,-80
742083,1,0,5,1690.399501,530.2954895,1690.399501
770219,0,0,2,504.900661,944.7090423,22
670805,0,1,5,1488.867947,0,5955.471789
723055,0,4,20,1288.52811,-128.5244025,7731.168657
728948,1,2,2,504.6264572,968.5613259,504.6264572
625962,0,5,7,2048.39532,0,12290.37192
646015,0,0,16,516.1412233,56.17390909,1032.282447
659024,2,2,3,1152.440472,162.7773083,1152.440472
778907,0,3,22,1249.373001,1180.927284,4997.492004
677215,2,0,18,1719.490016,145.6510915,1719.490016
614292,1,0,21,1149.776733,0,1149.776733
798633,3,0,4,1272.405405,1393.017557,0
634160,0,0,14,1625.201889,0,6500.807556
697222,1,3,4,1635.04456,0,4905.133679
689441,2,4,6,1749.274876,179.7922844,5247.824628
782847,2,1,23,1497.484955,1478.554079,1497.484955
700355,4,3,18,1964.526737,731.1037237,1964.526737
750387,0,2,20,2216.987755,169.7270421,4433.975509
723215,0,4,22,1900.208279,859.166005,11401.24967
672733,0,2,18,502.8315779,0,1005.663156
801186,0,6,23,1609.940296,687.5121418,14489.46267
631310,1,0,19,1833.254905,0,3666.50981
757836,1,1,13,1937.265374,891.4099608,3874.530748
707354,2,3,10,2005.922669,920.6073908,4011.845338
761002,1,1,13,1418.415429,1632.367291,1418.415429
606729,1,3,20,1701.946002,54.09699793,3403.892004
750930,0,0,10,1782.739796,1099.416624,5348.219387
766678,2,2,18,1447.485486,924.7208897,1447.485486
697240,3,0,21,1046.212529,0,-4
691109,1,3,22,1657.34142,30.85382222,3314.682841
778747,0,2,19,1437.192274,1278.05741,10060.34592
801896,2,1,23,1904.619449,562.0233353,1904.619449
585682,0,1,9,2037.259573,95.87552536,6111.778718
842031,2,5,13,1430.628613,873.4305183,5722.514454
671839,1,1,5,1886.552654,67.85058418,3773.105308
754639,0,4,10,1514.497818,1093.31454,7572.48909
769697,0,3,13,1619.187851,858.8701604,6476.751404
663571,0,2,21,444.159001,0,888.3180021
689311,1,1,8,1701.0496,0,1701.0496
810816,1,7,24,1502.702799,411.2287891,9016.216791
655343,0,0,4,1767.54486,164.0372837,5302.634581
572534,0,1,17,1418.74826,74.733821,5674.993041
724995,0,3,17,1343.332439,733.9025919,4029.997316
809838,1,7,27,2197.90714,874.1471432,13187.44284
655174,0,9,25,1790.758127,0,16116.82315
617828,0,0,8,1898.051259,0,3796.102518
698386,0,3,3,1830.684054,86.04511801,5492.052162
808475,0,3,7,1352.188176,354.975395,4056.564528
728201,0,3,18,1354.900301,734.1017072,4064.700904
809267,1,4,24,1632.652344,1152.40844,13061.21875
841931,0,0,6,504.4439232,646.2025854,1008.887846
693297,0,0,16,1154.214174,149.0742001,3462.642523
716749,0,1,9,1437.277794,873.7375338,4311.833382
643180,0,1,23,1392.84208,60.73765054,4178.526241
843346,2,0,21,1725.18772,1040.787431,3450.375439
733867,0,3,12,1767.55057,1338.831656,5302.65171
672658,3,3,8,1679.083191,45.31478691,-6
836012,1,0,21,1623.90754,847.5521986,6495.630159
626884,0,1,15,1505.086,119.5839475,7525.430001
564089,2,6,56,1255.654396,0,11300.88956
712787,1,4,25,1656.330761,472.9308689,6625.323044
581639,2,5,7,1650.062553,29.11533586,6600.250213
723475,2,4,19,1785.555273,1037.516232,5356.66582
707130,2,3,18,1566.190491,1184.900779,1566.190491
792903,0,0,16,1611.552491,1221.664131,4834.657474
583594,2,3,20,1441.614917,0,2883.229835
632410,2,2,20,1299.958859,0,1299.958859
791522,0,3,11,1545.75286,1002.277916,4637.258581
794028,1,0,13,1977.337707,784.2009572,3954.675414
609168,1,2,4,1530.169978,0,1530.169978
643117,0,3,21,1835.621687,0,9178.108437
797579,2,1,5,1305.146592,-86.50736759,45
680671,0,1,2,2306.841201,0,4613.682402
712880,0,3,11,1309.591546,662.8289616,3928.774637
588870,0,0,16,1515.37892,153.7991809,7576.894598
639419,0,2,18,1409.325139,23.15182934,2818.650279
816685,1,2,16,1621.864832,372.0096127,1621.864832
669461,0,1,19,2149.98161,0,4299.963221
812632,3,3,8,1639.94022,819.1580943,-6
651671,1,0,7,2016.680991,118.1816834,4033.361981
726850,3,4,17,1552.842875,959.9584478,7764.214375
752112,3,1,11,1744.844076,12.09334725,-89
807245,3,7,27,1516.772533,651.7011306,7583.862664
696421,1,0,10,1363.973338,176.3154203,4091.920015
612074,1,1,10,528.5203076,0,528.5203076
798521,2,1,7,1023.093353,835.3774805,3069.28006
743110,1,0,13,1533.451813,763.0893386,1533.451813
728881,1,2,11,1995.916092,696.9329235,5987.748276
694481,1,0,6,1449.173747,84.67864662,1449.173747
803210,1,2,15,500.761246,753.05047,500.761246
786779,0,2,3,1812.522739,1542.673287,5437.568217
621151,0,3,13,1658.36418,0,4975.092541
657404,0,0,5,529.9079723,0,1059.815945
673196,1,3,22,1609.459935,0,3218.91987
682938,0,2,20,1591.930112,101.6786567,12735.44089
694119,0,1,4,1911.563728,0,3823.127455
744500,0,6,19,1887.747433,1372.364995,11326.4846
695910,0,3,11,1451.428168,0,7257.140841
874984,1,8,15,1655.09399,1273.328261,13240.75192
709983,2,10,56,2173.141308,1177.673051,19558.27177
823825,1,4,17,1590.368483,756.603069,4771.10545
718239,0,0,10,1696.110781,923.4455605,3392.221562
852348,0,0,13,1468.249902,874.6257775,5872.999607
705499,0,5,22,1940.518978,1435.127582,11643.11387
639839,0,2,20,508.7521041,0,1017.504208
825986,1,0,23,2228.851523,685.5932057,4457.703046
623070,0,1,8,576.1569665,190.5060336,43
773229,0,2,21,460.4408435,651.9443313,920.8816871
596642,0,1,9,467.7706552,62.23444535,18
634067,0,0,9,1264.634338,38.52542858,2529.268677
683935,0,0,12,1980.211828,81.7367272,5940.635483
748816,0,1,7,510.98326,460.8238016,18
734024,3,1,5,1271.892538,1198.707909,-45
818586,0,6,26,2023.710011,793.7475907,12142.26007
713373,0,1,22,1734.749172,537.7129744,8673.745861
707073,1,5,20,1471.39796,-119.1834822,5885.59184
758011,3,3,24,1627.625895,61.46867966,1627.625895
611657,1,2,21,1918.441218,0,3836.882436
755261,0,1,15,539.1624378,132.311666,42
847812,3,11,42,1776.229808,563.7723936,14209.83847
776529,1,1,10,1809.082405,579.1373052,3618.16481
661540,2,2,17,1648.219303,41.23683457,1648.219303
731630,1,1,57,1549.566729,1505.292461,15495.66729
818670,1,6,8,1485.64141,231.5968306,8913.84846
658175,0,4,12,922.6780079,0,3690.712032
835855,1,6,19,1741.322822,1013.904355,10447.93693
660691,2,2,11,1279.078779,93.63588992,1279.078779
773434,0,3,18,1043.703106,617.0491424,7305.921739
749653,0,2,9,1728.485736,1706.778111,5185.457208
649267,1,0,16,1531.983943,108.3093908,3063.967887
732011,2,2,4,510.4345596,662.3226171,31
579047,1,0,5,1586.639433,0,1586.639433
798642,0,3,18,1666.095973,420.2468644,6664.383891
684307,2,2,10,1487.300969,43.84860266,2974.601937
662640,0,3,16,2056.54772,98.68106896,6169.643161
657310,0,2,14,1813.72547,0,10882.35282
833936,2,5,23,1690.956969,968.2970115,6763.827874
696113,0,0,19,1757.69847,153.6033968,5273.09541
600062,0,0,9,529.2842122,0,1058.568424
776604,1,1,22,1800.01448,428.6835681,1800.01448
862132,1,5,25,1988.710944,1134.153061,13920.97661
787262,0,2,7,494.8598607,680.4749106,989.7197213
629090,0,0,11,1395.399818,0,8372.398908
605478,0,1,22,1258.106708,0,3774.320125
696926,1,3,8,2001.983541,0,4003.967082
581983,0,2,22,512.6341403,0,1025.268281
700243,0,4,20,1282.118637,1230.36829,5128.474548
729262,2,1,23,1641.87212,917.2651757,3283.74424
724959,0,4,7,2151.429018,665.5467318,10757.14509
819079,0,7,28,1144.94125,385.8185205,10304.47125
638869,0,0,22,2033.958186,10.50134362,4067.916372
670131,2,2,7,1715.997409,131.7923296,-43
621049,0,0,10,1677.462373,171.1556495,8387.311866
623351,2,0,15,1488.679481,0,4466.038442
562870,2,1,11,1586.972976,94.35650337,4760.918929
607874,1,1,5,1918.043288,0,5754.129865
784739,2,1,3,1725.216799,244.564273,1725.216799
811916,0,10,88,1544.098616,1240.437858,15440.98616
710943,0,4,20,2142.460149,310.5711364,8569.840598
734677,1,2,15,1053.722834,1101.362071,7376.059839
781596,2,2,11,1803.73001,1382.844039,48
861425,0,7,28,1538.042242,581.4154247,13842.38017
658652,4,0,4,1327.532392,33.12924519,-99
873482,0,7,13,1907.267675,724.5651018,15258.1414
831688,0,0,6,1472.475042,1017.472953,4417.425126
630836,0,0,12,1598.56414,62.59329359,4795.692421
686525,1,2,22,1359.744538,0,1359.744538
627498,1,0,2,1546.735252,0,1546.735252
701923,0,0,1,1585.652207,1264.382195,44
802008,0,2,25,1431.47741,1134.533894,8588.864457
583996,2,1,23,1634.387726,107.47745,1634.387726
584920,0,3,6,1599.803476,49.52575397,4799.410427
778279,2,1,17,1433.779633,1443.809817,2867.559267
849834,5,14,64,1381.291445,1157.624552,15194.2059
600268,1,3,9,2328.357655,0,6985.072965
674018,0,1,1,1587.071862,154.4500384,35
660888,0,2,9,1029.050728,35.22927904,2058.101456
634272,1,3,14,1528.167112,155.4648486,3056.334224
643881,3,5,19,2028.466662,178.76708,6085.399987
598758,0,1,16,510.9542032,0,26
636605,1,3,21,1446.594691,0,4339.784073
799939,1,2,4,2007.509248,1304.628633,2007.509248
799582,0,2,19,1379.332604,900.7581334,8275.995627
668521,0,0,20,2158.365165,19.32182986,4316.73033
734538,1,3,9,1684.87545,597.4307527,5054.626351
790842,0,0,9,1698.545364,825.4308445,6794.181458
836197,1,3,21,1444.515366,1622.085389,4333.546097
765804,0,1,12,1268.442741,786.8496656,6342.213705
610333,1,1,7,506.3035515,0,29
681511,0,2,5,947.6252598,22.39896141,2842.875779
693420,1,0,17,780.4482096,0,3121.792838
765185,1,5,16,1568.666567,651.4498826,6274.66627
690438,1,5,46,1917.091553,171.9874969,17253.82398
600437,2,0,23,1332.113819,0,2664.227637
719601,2,2,14,1873.42801,276.7875138,3746.856019
767385,0,5,17,1345.318585,1425.0754,8071.911511
666077,0,1,19,1403.051483,126.5267835,4209.154449
738620,1,3,7,1529.410961,357.4491896,7647.054806
816153,0,1,16,487.0941175,857.1916059,974.1882351
758758,0,2,18,1855.108443,961.183308,3710.216887
746960,2,2,13,1331.097739,510.6578429,-83
745851,2,3,5,1398.807928,748.1273894,1398.807928
586979,1,1,10,1652.223339,0,3304.446678
685108,2,1,21,1669.024032,0,18
699413,1,2,4,1174.560372,0,1174.560372
614229,1,0,10,1516.926418,53.10877939,1516.926418
835202,0,6,23,1577.062184,486.5743812,9462.373102
758561,1,0,8,1275.262497,921.7954199,3825.787492
817990,0,1,17,1135.467619,960.1882671,3406.402858
691855,0,1,24,1320.564151,23.29876592,6602.820756
682527,1,3,18,1351.89929,181.1381667,4055.69787
745338,2,4,12,968.8537444,967.5644648,1937.707489
646891,3,2,11,1502.057272,0,3004.114545
643676,1,1,17,2021.265561,121.0931282,4042.531122
651747,0,0,8,1652.32998,26.22807187,4956.989939
832304,0,13,85,1603.844885,462.3653354,22453.82839
667775,0,3,20,1881.625303,105.1452343,11289.75182
750837,0,0,8,1484.629176,452.5199537,28
652490,2,1,19,1641.121466,0,1641.121466
608536,0,4,7,1635.093955,33.83971741,6540.375821
678007,0,2,9,1357.738665,146.7012763,2715.47733
638636,1,3,23,1700.119205,2.314589442,3400.23841
675798,0,1,8,1871.756555,0,3743.51311
631356,2,2,17,1648.292707,0,1648.292707
867472,0,0,10,1214.036093,758.0031862,3642.10828
791988,0,3,22,1533.417768,1120.993128,4600.253304
783844,0,1,3,431.0643469,1504.091492,862.1286939
825753,1,5,20,1955.523223,459.7211271,9777.616114
696869,0,0,7,873.6970665,0,3494.788266
660374,0,5,24,1791.623548,0,10749.74129
801403,0,2,14,1490.118028,873.173954,2980.236056
835967,1,1,73,1660.689645,652.3803377,31553.10326
674214,1,2,6,1036.563655,0,1036.563655
611442,1,1,4,1108.017141,0,2216.034281
677336,0,2,13,486.6687181,0,973.3374361
840840,0,0,6,2021.610465,991.2634812,10108.05232
638597,0,1,11,1964.68358,0,9823.417901
655026,1,3,8,1344.254583,0,4032.763748
812230,0,4,20,1456.026261,1331.022438,7280.131306
618423,1,0,6,1858.147007,0,1858.147007
806369,3,1,7,1627.891363,240.9804352,6511.565451
775139,2,4,6,2076.929505,181.2450517,8307.718021
622194,0,2,11,502.7750154,134.2387353,1005.550031
693112,2,3,15,1066.619112,0,1066.619112
724089,0,2,18,541.3474901,406.9292469,1082.69498
561659,1,6,17,1871.051905,170.6271749,9355.259526
765680,0,1,21,1403.764485,1212.787661,5615.057942
580762,4,1,16,1785.228853,67.12605125,1785.228853
729310,1,3,9,2211.917401,563.4749004,6635.752202
742896,1,4,11,1965.047975,601.7843746,5895.143924
759335,3,2,21,1109.921681,1444.069368,5549.608406
702724,0,1,21,1561.529213,769.9667589,4684.58764
776154,4,4,14,1537.236256,789.0664787,-92
834643,1,0,9,2163.98416,1282.463204,15147.88912
647535,1,2,15,1060.569767,48.4969292,1060.569767
793889,1,6,14,1709.273279,348.4491386,10255.63967
704924,1,2,20,1747.74163,840.0419899,12234.19141
683896,0,0,16,1550.480526,28.91996481,3100.961051
708986,1,2,8,1995.696265,727.679816,3991.392531
844905,0,0,15,1480.069483,276.9774803,10360.48638
652146,0,1,19,1455.136587,0,2910.273174
685087,2,2,3,1958.948122,128.08665,36
798044,0,2,21,473.8499579,758.8272876,947.6999157
652221,0,2,15,1106.706618,122.120542,3320.119855
635569,3,3,19,1636.73328,13.49038263,-99
681191,0,2,14,1485.204356,48.02884443,4455.613067
788308,0,2,5,2095.146602,881.009231,6285.439807
820235,1,8,27,1340.53126,1741.368347,9383.718817
605517,0,0,14,1228.62084,31.63227707,6143.104199
842161,0,0,7,1553.551305,707.7641807,3107.10261
694379,3,2,23,1676.526891,163.0108836,18
690287,0,1,4,496.2149564,177.1654771,7
876232,0,0,6,1670.753283,739.448887,5012.259849
588281,1,1,20,1705.226429,61.17765547,1705.226429
764674,2,2,16,1280.424063,581.2209115,-83
829715,0,1,21,1669.274487,1256.888935,5007.823462
756165,1,1,26,1614.881648,884.8046313,8074.40824
620305,1,2,15,1582.395545,51.11565507,3164.79109
858591,0,7,21,864.234602,290.3674891,6913.876816
618638,0,1,19,1268.966963,15.53310799,21
581581,2,4,6,1706.569384,0,3413.138769
790794,0,4,7,1614.684239,589.6772899,9688.105436
706861,0,2,8,1273.766924,712.4125839,2547.533848
695639,1,0,3,2178.625716,99.824401,2178.625716
765354,1,4,17,1496.054167,1541.665941,5984.216668
564100,0,2,20,1903.099029,190.6610003,3806.198057
822051,3,1,3,1507.969085,19.47086551,23
746483,0,1,22,456.2434349,1003.353016,912.4868698
679732,0,1,15,527.5258531,75.25765043,4
801494,0,3,12,1733.757311,786.484427,5201.271934
623276,1,2,21,531.4710485,0,531.4710485
580445,0,2,19,1349.086149,75.21318706,2698.172297
749756,3,4,11,1639.726784,1023.709817,1639.726784
754367,0,3,23,1638.978119,440.0294495,4916.934357
622608,1,2,18,552.1184566,173.9210473,552.1184566
734855,0,7,23,1941.640262,1478.72078,13591.48184
780722,0,0,15,1506.546616,1016.140739,9039.279699
640273,0,2,20,1652.158434,197.5165165,9912.950607
656519,1,1,20,1500.194754,0,4500.584261
728359,0,6,21,1765.291384,198.3864452,15887.62246
834399,0,2,22,520.5251159,848.4946984,1041.050232
637639,0,1,19,1874.414637,50.74842292,7497.658548
577892,0,2,5,519.9947594,79.81687614,1039.989519
689197,2,2,7,518.5316716,0,0
578787,0,2,9,2323.898583,0,4647.797166
621683,1,2,22,1679.603292,0,3359.206584
648877,0,2,5,499.5917704,0,999.1835408
704205,0,3,5,1731.911382,1057.377329,5195.734147
691499,0,1,7,453.9742402,157.091695,36
745815,1,1,19,514.0110856,356.0762626,-1
800059,0,4,11,1446.732809,506.5393537,5786.931236
593258,0,3,19,919.2209078,183.9317321,2757.662723
817749,0,2,17,482.4197325,1034.353789,964.8394651
647115,0,1,18,1848.282524,163.2303396,7393.130096
794233,2,9,66,1555.457039,677.4700803,13999.11335
859374,0,0,7,1227.501134,631.7873921,3682.503402
694847,0,0,15,1862.883432,153.7737991,5588.650297
672180,0,1,21,1933.89191,0,8
622756,1,2,18,470.464867,85.53711353,470.464867
669948,1,3,9,1545.062729,0,4635.188186
798624,1,0,12,492.8899586,1193.392476,-27
817392,0,1,33,1254.284439,593.5311533,12542.84439
603081,1,2,20,1622.513093,129.2712875,3245.026186
732897,2,2,13,1915.49577,156.9133362,-4
831802,0,0,16,1694.921864,327.1579683,3389.843728
622073,1,0,5,1309.418947,187.9742588,2618.837894
579748,0,3,9,1342.911765,0,5371.647061
786694,0,0,15,541.8914607,956.239329,39
615619,0,1,16,2066.670056,0,6200.010169
795221,1,6,14,1565.98385,929.8578107,7829.919251
830485,1,2,6,2322.587713,844.7278482,2322.587713
746586,1,1,19,516.2664633,1186.049258,516.2664633
797065,0,2,4,490.4262721,1722.915085,980.8525441
645559,0,4,18,1667.544172,0,8337.720859
754170,0,2,18,1505.794717,107.1371168,4517.384152
665182,0,2,19,1433.22711,0,5732.908441
637808,0,4,18,1320.741666,0,5282.966664
628570,3,2,11,1235.657533,136.2737716,-57
663834,0,1,1,528.8939033,0,34
766100,0,1,17,1699.885562,516.3150639,3399.771124
751151,1,0,19,1835.50451,258.3197591,7342.018038
854212,1,8,13,1393.843406,902.272089,11150.74724
592112,2,0,22,1587.559286,0,1587.559286
835172,6,2,52,1328.047358,1013.013967,6640.236792
757751,0,1,22,2038.740928,451.2014105,10193.70464
774066,0,6,7,1657.853779,834.8335017,11604.97645
624750,0,2,10,1326.417789,85.21817829,2652.835579
804187,0,1,11,1342.365443,1145.799786,5369.461772
880426,0,0,6,1520.965044,1071.003568,4562.895131
629081,4,3,15,1598.261287,0,-13
605302,0,0,18,500.1916379,114.2773592,28
634012,1,1,10,1918.314736,91.9815729,1918.314736
830298,0,6,23,1701.705689,1112.679009,11911.93982
781372,0,2,12,504.6114547,459.993886,1009.222909
642848,1,3,23,2355.278729,23.16818952,7065.836186
626017,1,1,2,526.4175882,0,526.4175882
843029,0,2,7,1760.936786,1010.477913,5282.810357
847429,0,12,27,1250.688428,509.3052065,17509.63799
639437,0,5,7,1837.510624,0,11025.06374
693756,0,0,11,1328.735077,0,5314.94031
794194,0,6,19,1227.865549,1022.543349,9822.924393
781402,0,2,17,1373.693258,660.1372925,2747.386516
828192,0,0,10,1937.579066,1418.695057,11625.4744
592747,2,3,25,1542.154102,0,4626.462307
819444,0,4,19,1019.909758,612.0597343,8159.278066
657235,0,2,18,1678.222142,0,3356.444284
666059,0,4,13,1362.698537,0,6813.492686
845836,2,1,6,1248.416505,1280.500747,2496.83301
652445,2,1,8,1474.303749,0,2948.607497
752158,0,5,12,1672.405307,210.7508546,8362.026534
654917,0,3,8,972.820844,0,3891.283376
704102,1,0,17,1862.695003,723.2486956,1862.695003
850728,3,12,30,2127.575616,660.3369704,21275.75616
681995,1,0,11,2105.483094,0,8421.932375
639017,1,2,7,490.6873036,0,490.6873036
697709,1,2,18,1555.759389,145.9359529,7778.796945
633770,0,1,9,557.9122972,173.0643996,20
617622,1,2,12,1494.315911,0,1494.315911
621937,0,0,13,1853.652052,19.24447325,5560.956155
781608,0,3,7,1580.810974,1178.740349,7904.054868
781822,1,0,20,505.920143,702.9874354,-35
705136,0,0,14,1360.7908,1209.858655,9525.535603
681650,3,2,22,1253.495792,43.77663409,1253.495792
639996,0,1,23,1388.230673,0,8329.38404
763556,0,1,21,1825.813685,1089.626892,5477.441055
663599,0,2,22,482.5412914,124.7141684,965.0825827
759670,0,3,11,1655.875,1241.240847,4967.625001
685313,2,2,14,1475.281023,168.0809997,-27
698087,0,1,5,2020.842356,0,4041.684711
783880,2,6,14,1769.690167,832.0547246,12387.83117
835789,3,5,13,1352.801798,1178.309504,4058.405394
682992,0,2,9,1420.900868,131.8249975,2841.801736
712004,1,3,5,1866.161693,499.8279819,5598.485078
589019,3,4,26,1852.388004,0,5557.164011
595793,1,2,20,2047.377878,0,4094.755756
639259,0,1,26,1915.358975,0,11492.15385
727969,0,4,6,1264.560978,842.6404272,6322.804892
715434,0,4,18,1853.068463,1568.700857,9265.342315
659480,2,0,20,1212.646694,0,2425.293389
619402,1,3,17,1831.594472,0,10989.56683
826880,0,0,6,2073.295527,721.584831,6219.88658
623388,0,0,9,2147.565434,0,10737.82717
578004,0,0,11,1913.134164,0,3826.268327
821906,4,3,25,1052.312011,1817.851258,3156.936034
803845,1,4,21,917.5537008,325.4659953,2752.661102
771579,1,2,15,1590.611568,364.121007,4771.834705
819613,0,2,11,1225.694219,1218.292041,3677.082657
792136,1,4,16,1771.000927,579.0320867,5313.002781
650928,1,1,20,519.252799,20.97030068,-9
710783,0,5,8,1183.492285,767.5978598,5917.461427
783040,0,5,19,1329.488992,681.3159262,6647.444962
632308,0,0,13,1393.934047,77.85970339,4181.80214
580089,3,3,15,1637.164168,64.19337195,9822.98501
622493,0,6,28,1589.621465,9.96620529,12716.97172
773760,1,9,60,1761.680666,753.8344997,15855.12599
784663,0,1,16,1667.444387,46.07364723,6669.777549
732721,0,4,4,1711.018704,1042.59015,6844.074815
728854,1,1,12,2096.212608,498.5828494,6288.637825
767901,2,4,8,1371.045004,198.9577232,2742.090008
641663,0,0,17,1471.485169,0,7357.425847
744461,2,1,11,1787.348351,949.4830859,1787.348351
645380,0,0,12,475.9497671,0,951.8995342
797373,0,4,11,902.3935607,1360.997552,3609.574243
761842,1,2,8,1426.954189,1269.329353,1426.954189
797793,0,5,12,1667.893078,546.8045493,11675.25155
792574,0,1,5,1105.443302,702.5811197,3316.329905
661764,1,1,17,1553.200836,0,6212.803343
748302,0,3,9,1074.421729,956.6719372,4297.686917
672229,0,0,19,1298.933855,0,2597.86771
741602,0,1,21,1728.543484,1032.292892,5185.630452
594787,2,4,14,1626.959433,189.7309036,4880.8783
748900,0,1,7,1792.492989,1000.271148,39
675949,0,0,5,1922.051846,0,3844.103692
856355,3,1,75,1574.805695,401.4620465,14173.25125
841397,2,1,12,1510.175227,620.2884661,4530.52568
646145,1,1,2,2335.220246,0,2335.220246
802268,1,2,15,1021.925687,1312.25354,4087.702749
627489,1,1,8,1284.434571,184.2985443,3853.303713
570754,1,6,26,1694.973016,0,11864.81111
663067,2,3,22,1499.615213,0,2999.230426
722405,1,3,24,1512.025178,720.1936198,7560.125889
727026,0,6,26,1871.414396,1103.671489,11228.48638
804299,5,5,17,1268.008185,651.6189516,2536.016371
851949,1,8,23,1855.568473,105.3783897,12988.97931
649883,3,5,26,1644.978471,59.22972224,4934.935412
828709,0,0,11,1316.457826,268.8695015,3949.373479
745936,1,5,9,1627.628188,700.6478184,6510.51275
756147,0,5,18,2263.525893,272.2363034,11317.62947
574435,0,0,13,1934.8735,0,11609.241
573997,1,0,11,1752.706552,0,1752.706552
750640,1,0,11,1407.632612,258.7800804,1407.632612
649258,2,0,12,1740.32623,0,29
667542,3,3,20,1492.0896,131.4843979,-9
687287,0,2,15,2057.937171,100.2816825,12347.62303
824121,2,2,22,1253.703572,405.3835561,1253.703572
772099,0,2,16,1534.216024,824.5185122,3068.432049
663236,0,0,17,2343.204609,191.4190745,9372.818438
707710,1,1,19,1807.302411,719.9632085,9036.512054
698993,0,5,12,1277.348527,192.3928793,6386.742635
653787,0,2,16,1860.237252,0,3720.474505
727044,0,3,10,1600.453295,796.3913723,4801.359884
837886,1,4,22,1181.225806,899.5907894,4724.903224
800152,3,3,24,1721.267284,1437.885167,5163.801853
670896,3,3,8,1820.810015,0,-62
